cik,ticker,name,sector,proxy_filings,10k_filings
0000102426,STEW,"SRH Total Return Fund, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-10-15', 'accession_number': '0001999371-25-015479', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/102426/000199937125015479/0001999371-25-015479-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-10-15', 'accession_number': '0001999371-24-013370', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/102426/000199937124013370/0001999371-24-013370-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-10-17', 'accession_number': '0001398344-23-019325', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/102426/000139834423019325/0001398344-23-019325-index.htm'}]",[]
0001670061,ALM,Almonty Industries Inc.,General Market,[],[]
0001074952,NAC,Nuveen California Quality Municipal Income Fund,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-11-06', 'accession_number': '0001193125-25-269516', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1074952/000119312525269516/0001193125-25-269516-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-10-17', 'accession_number': '0001193125-24-238987', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1074952/000119312524238987/0001193125-24-238987-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-11-02', 'accession_number': '0001193125-23-269490', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1074952/000119312523269490/0001193125-23-269490-index.htm'}]",[]
0001295810,SHO,"Sunstone Hotel Investors, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-19', 'accession_number': '0001558370-25-003306', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1295810/000155837025003306/0001558370-25-003306-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-20', 'accession_number': '0001558370-24-003631', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1295810/000155837024003631/0001558370-24-003631-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-22', 'accession_number': '0001558370-23-004371', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1295810/000155837023004371/0001558370-23-004371-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-21', 'accession_number': '0001558370-25-001297', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1295810/000155837025001297/0001558370-25-001297-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-23', 'accession_number': '0001558370-24-001615', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1295810/000155837024001615/0001558370-24-001615-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-23', 'accession_number': '0001558370-23-001869', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1295810/000155837023001869/0001558370-23-001869-index.htm'}]"
0002071288,LMRI,"Lumexa Imaging Holdings, Inc.",General Market,[],[]
0001846510,SHCO,Soho House & Co Inc.,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-28', 'accession_number': '0001140361-25-016070', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1846510/000114036125016070/0001140361-25-016070-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-29', 'accession_number': '0001140361-24-023080', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1846510/000114036124023080/0001140361-24-023080-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-28', 'accession_number': '0001140361-23-021115', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1846510/000114036123021115/0001140361-23-021115-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-03-31', 'accession_number': '0000950170-25-047906', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1846510/000095017025047906/0000950170-25-047906-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-03-18', 'accession_number': '0000950170-24-032418', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1846510/000095017024032418/0000950170-24-032418-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-03-08', 'accession_number': '0000950170-23-006592', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1846510/000095017023006592/0000950170-23-006592-index.htm'}]"
0001360214,HROW,"HARROW, INC.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-25', 'accession_number': '0001641172-25-006102', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1360214/000164117225006102/0001641172-25-006102-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-26', 'accession_number': '0001493152-24-016423', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1360214/000149315224016423/0001493152-24-016423-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-28', 'accession_number': '0001493152-23-014073', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1360214/000149315223014073/0001493152-23-014073-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-03-27', 'accession_number': '0001641172-25-000925', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1360214/000164117225000925/0001641172-25-000925-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-03-19', 'accession_number': '0001493152-24-010518', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1360214/000149315224010518/0001493152-24-010518-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-03-23', 'accession_number': '0001493152-23-008718', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1360214/000149315223008718/0001493152-23-008718-index.htm'}]"
0001721947,JAMF,Jamf Holding Corp.,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-29', 'accession_number': '0001104659-25-041308', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1721947/000110465925041308/0001104659-25-041308-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-19', 'accession_number': '0001104659-24-049122', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1721947/000110465924049122/0001104659-24-049122-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-13', 'accession_number': '0001104659-23-045039', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1721947/000110465923045039/0001104659-23-045039-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-27', 'accession_number': '0001628280-25-008642', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1721947/000162828025008642/0001628280-25-008642-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-27', 'accession_number': '0001628280-24-007212', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1721947/000162828024007212/0001628280-24-007212-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-03-01', 'accession_number': '0001628280-23-005848', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1721947/000162828023005848/0001628280-23-005848-index.htm'}]"
0000880631,WT,"WisdomTree, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-29', 'accession_number': '0001214659-25-006571', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/880631/000121465925006571/0001214659-25-006571-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-26', 'accession_number': '0001214659-25-003503', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/880631/000121465925003503/0001214659-25-003503-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-23', 'accession_number': '0001214659-24-003435', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/880631/000121465924003435/0001214659-24-003435-index.htm'}]"
0002035149,FLOC,Flowco Holdings Inc.,General Market,[],"[{'filing_type': '10-K', 'filing_date': '2025-03-20', 'accession_number': '0000950170-25-042288', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/2035149/000095017025042288/0000950170-25-042288-index.htm'}]"
0001437958,CCB,COASTAL FINANCIAL CORP,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-17', 'accession_number': '0001437958-25-000076', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1437958/000143795825000076/0001437958-25-000076-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-05', 'accession_number': '0001437958-24-000061', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1437958/000143795824000061/0001437958-24-000061-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-07', 'accession_number': '0001437958-23-000056', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1437958/000143795823000056/0001437958-23-000056-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-03-17', 'accession_number': '0001437958-25-000058', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1437958/000143795825000058/0001437958-25-000058-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-03-15', 'accession_number': '0001437958-24-000052', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1437958/000143795824000052/0001437958-24-000052-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-03-16', 'accession_number': '0001437958-23-000051', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1437958/000143795823000051/0001437958-23-000051-index.htm'}]"
0000037785,FMC,FMC CORP,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-14', 'accession_number': '0001308179-25-000125', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/37785/000130817925000125/0001308179-25-000125-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-15', 'accession_number': '0001308179-24-000161', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/37785/000130817924000161/0001308179-24-000161-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-10', 'accession_number': '0001308179-23-000114', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/37785/000130817923000114/0001308179-23-000114-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-28', 'accession_number': '0000037785-25-000030', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/37785/000003778525000030/0000037785-25-000030-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-27', 'accession_number': '0000037785-24-000033', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/37785/000003778524000033/0000037785-24-000033-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-24', 'accession_number': '0000037785-23-000019', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/37785/000003778523000019/0000037785-23-000019-index.htm'}]"
0000894405,ARCB,ARCBEST CORP /DE/,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-14', 'accession_number': '0001558370-25-002960', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/894405/000155837025002960/0001558370-25-002960-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-15', 'accession_number': '0001308179-24-000158', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/894405/000130817924000158/0001308179-24-000158-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-17', 'accession_number': '0001308179-23-000222', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/894405/000130817923000222/0001308179-23-000222-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-03-03', 'accession_number': '0001558370-25-002037', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/894405/000155837025002037/0001558370-25-002037-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-23', 'accession_number': '0001558370-24-001622', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/894405/000155837024001622/0001558370-24-001622-index.htm'}]"
0001712184,LILA,Liberty Latin America Ltd.,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-09', 'accession_number': '0001712184-25-000084', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1712184/000171218425000084/0001712184-25-000084-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-04', 'accession_number': '0001712184-24-000145', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1712184/000171218424000145/0001712184-24-000145-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-19', 'accession_number': '0001712184-25-000031', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1712184/000171218425000031/0001712184-25-000031-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-22', 'accession_number': '0001712184-24-000030', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1712184/000171218424000030/0001712184-24-000030-index.htm'}]"
0002039497,RHLD,"Resolute Holdings Management, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-18', 'accession_number': '0001140361-25-014513', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/2039497/000114036125014513/0001140361-25-014513-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-03-31', 'accession_number': '0001410578-25-000595', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/2039497/000141057825000595/0001410578-25-000595-index.htm'}]"
0001901279,NYAX,Nayax Ltd.,General Market,[],[]
0001898416,ALVO,Alvotech,General Market,[],[]
0001781755,BWIN,"Baldwin Insurance Group, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-23', 'accession_number': '0001781755-25-000052', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1781755/000178175525000052/0001781755-25-000052-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-25', 'accession_number': '0001193125-24-113925', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1781755/000119312524113925/0001193125-24-113925-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-25', 'accession_number': '0001193125-23-115290', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1781755/000119312523115290/0001193125-23-115290-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-25', 'accession_number': '0001781755-25-000017', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1781755/000178175525000017/0001781755-25-000017-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-28', 'accession_number': '0001781755-24-000016', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1781755/000178175524000016/0001781755-24-000016-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-28', 'accession_number': '0001781755-23-000006', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1781755/000178175523000006/0001781755-23-000006-index.htm'}]"
0001842718,IAS,INTEGRAL AD SCIENCE HOLDING CORP.,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-28', 'accession_number': '0001842718-25-000029', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1842718/000184271825000029/0001842718-25-000029-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-03', 'accession_number': '0001140361-24-017578', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1842718/000114036124017578/0001140361-24-017578-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-10', 'accession_number': '0001140361-23-017527', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1842718/000114036123017527/0001140361-23-017527-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-28', 'accession_number': '0001842718-25-000023', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1842718/000184271825000023/0001842718-25-000023-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-27', 'accession_number': '0001842718-24-000013', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1842718/000184271824000013/0001842718-24-000013-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-03-02', 'accession_number': '0001842718-23-000005', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1842718/000184271823000005/0001842718-23-000005-index.htm'}]"
0001369241,DAC,Danaos Corp,General Market,[],[]
0000018654,AILIH,Ameren Illinois Co,General Market,[],"[{'filing_type': '10-K', 'filing_date': '2025-02-18', 'accession_number': '0001002910-25-000055', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/18654/000100291025000055/0001002910-25-000055-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-29', 'accession_number': '0001002910-24-000056', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/18654/000100291024000056/0001002910-24-000056-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-22', 'accession_number': '0001002910-23-000053', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/18654/000100291023000053/0001002910-23-000053-index.htm'}]"
0001748824,AAMI,Acadian Asset Management Inc.,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-31', 'accession_number': '0001748824-25-000024', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1748824/000174882425000024/0001748824-25-000024-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-25', 'accession_number': '0001748824-24-000016', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1748824/000174882424000016/0001748824-24-000016-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-26', 'accession_number': '0001748824-23-000017', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1748824/000174882423000017/0001748824-23-000017-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-27', 'accession_number': '0001748824-25-000016', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1748824/000174882425000016/0001748824-25-000016-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-28', 'accession_number': '0001748824-24-000010', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1748824/000174882424000010/0001748824-24-000010-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-28', 'accession_number': '0001748824-23-000010', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1748824/000174882423000010/0001748824-23-000010-index.htm'}]"
0000863436,BHE,BENCHMARK ELECTRONICS INC,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-04', 'accession_number': '0000950170-25-051057', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/863436/000095017025051057/0000950170-25-051057-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-12', 'accession_number': '0000950170-24-043794', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/863436/000095017024043794/0000950170-24-043794-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-07', 'accession_number': '0000950170-23-012213', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/863436/000095017023012213/0000950170-23-012213-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-24', 'accession_number': '0000950170-25-025644', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/863436/000095017025025644/0000950170-25-025644-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-27', 'accession_number': '0000950170-24-020565', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/863436/000095017024020565/0000950170-24-020565-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-24', 'accession_number': '0000950170-23-004399', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/863436/000095017023004399/0000950170-23-004399-index.htm'}]"
0001270523,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-06-23', 'accession_number': '0001076598-25-000246', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1270523/000107659825000246/0001076598-25-000246-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-06-24', 'accession_number': '0000940394-24-000792', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1270523/000094039424000792/0000940394-24-000792-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-06-26', 'accession_number': '0000940394-23-000853', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1270523/000094039423000853/0000940394-23-000853-index.htm'}]",[]
0001020710,DXPE,DXP ENTERPRISES INC,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-05-01', 'accession_number': '0001020710-25-000087', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1020710/000102071025000087/0001020710-25-000087-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-29', 'accession_number': '0001020710-24-000051', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1020710/000102071024000051/0001020710-24-000051-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-05-18', 'accession_number': '0001020710-23-000065', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1020710/000102071023000065/0001020710-23-000065-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-03-10', 'accession_number': '0001020710-25-000036', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1020710/000102071025000036/0001020710-25-000036-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-03-11', 'accession_number': '0001020710-24-000026', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1020710/000102071024000026/0001020710-24-000026-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-04-17', 'accession_number': '0001020710-23-000044', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1020710/000102071023000044/0001020710-23-000044-index.htm'}]"
0001601548,VVX,"V2X, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-20', 'accession_number': '0001104659-25-025871', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1601548/000110465925025871/0001104659-25-025871-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-20', 'accession_number': '0001104659-24-036438', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1601548/000110465924036438/0001104659-24-036438-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-20', 'accession_number': '0001104659-23-034436', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1601548/000110465923034436/0001104659-23-034436-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-24', 'accession_number': '0001601548-25-000009', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1601548/000160154825000009/0001601548-25-000009-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-03-05', 'accession_number': '0001601548-24-000004', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1601548/000160154824000004/0001601548-24-000004-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-03-02', 'accession_number': '0001601548-23-000012', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1601548/000160154823000012/0001601548-23-000012-index.htm'}]"
0001798100,NTST,NETSTREIT Corp.,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-28', 'accession_number': '0001104659-25-029089', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1798100/000110465925029089/0001104659-25-029089-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-01', 'accession_number': '0001104659-24-041411', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1798100/000110465924041411/0001104659-24-041411-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-03', 'accession_number': '0001104659-23-040882', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1798100/000110465923040882/0001104659-23-040882-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-24', 'accession_number': '0001798100-25-000039', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1798100/000179810025000039/0001798100-25-000039-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-14', 'accession_number': '0001798100-24-000011', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1798100/000179810024000011/0001798100-24-000011-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-23', 'accession_number': '0001798100-23-000008', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1798100/000179810023000008/0001798100-23-000008-index.htm'}]"
0000907471,CASH,"PATHWARD FINANCIAL, INC.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-01-15', 'accession_number': '0000907471-25-000006', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/907471/000090747125000006/0000907471-25-000006-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-01-17', 'accession_number': '0001104659-24-004482', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/907471/000110465924004482/0001104659-24-004482-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-01-18', 'accession_number': '0001308179-23-000024', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/907471/000130817923000024/0001308179-23-000024-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-11-25', 'accession_number': '0000907471-25-000116', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/907471/000090747125000116/0000907471-25-000116-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-11-26', 'accession_number': '0000907471-24-000159', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/907471/000090747124000159/0000907471-24-000159-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-11-21', 'accession_number': '0000907471-23-000138', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/907471/000090747123000138/0000907471-23-000138-index.htm'}]"
0000099614,TY,TRI-CONTINENTAL Corp,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-05-05', 'accession_number': '0001193125-25-112560', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/99614/000119312525112560/0001193125-25-112560-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-22', 'accession_number': '0001193125-24-104621', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/99614/000119312524104621/0001193125-24-104621-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-17', 'accession_number': '0001193125-23-103466', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/99614/000119312523103466/0001193125-23-103466-index.htm'}]",[]
0000854775,DGII,DIGI INTERNATIONAL INC,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2024-12-13', 'accession_number': '0001104659-24-128501', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/854775/000110465924128501/0001104659-24-128501-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-12-08', 'accession_number': '0001104659-23-124668', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/854775/000110465923124668/0001104659-23-124668-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-11-21', 'accession_number': '0000854775-25-000026', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/854775/000085477525000026/0000854775-25-000026-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-11-22', 'accession_number': '0000854775-24-000033', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/854775/000085477524000033/0000854775-24-000033-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-11-22', 'accession_number': '0000854775-23-000015', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/854775/000085477523000015/0000854775-23-000015-index.htm'}]"
